rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,text_word_am,text_word_pm,label,event_id
722,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,collects data on user behaviour and interaction in order to optimize the website and make advertisement on the website more relevant.,20,720,Div,133,1,,0,0,0,false,false,false,true,21,0.84210527,0.0,0.15037593,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
724,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,723,Div,9,0,,1,1,0,false,false,false,false,2,0.7777778,0.0,0.11111111,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
725,Unknown,,maximum storage duration,22,724,Span,24,0,,0,0,0,false,false,false,true,3,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
726,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,723,Div,13,1,,1,1,0,false,false,false,false,3,0.7692308,0.0,0.15384616,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
727,Unknown,,type,22,726,Span,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
729,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,sbjs_first_add,20,728,Div,14,0,,0,0,0,false,false,false,true,1,0.85714287,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
730,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,collects data on user behaviour and interaction in order to optimize the website and make advertisement on the website more relevant.,20,728,Div,133,1,,0,0,0,false,false,false,true,21,0.84210527,0.0,0.15037593,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
732,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,731,Div,9,0,,1,1,0,false,false,false,false,2,0.7777778,0.0,0.11111111,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
733,Unknown,,maximum storage duration,22,732,Span,24,0,,0,0,0,false,false,false,true,3,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
734,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,731,Div,13,1,,1,1,0,false,false,false,false,3,0.7692308,0.0,0.15384616,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
735,Unknown,,type,22,734,Span,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
737,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,sbjs_migrations,20,736,Div,15,0,,0,0,0,false,false,false,true,1,0.93333334,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
738,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,collects data on user behaviour and interaction in order to optimize the website and make advertisement on the website more relevant.,20,736,Div,133,1,,0,0,0,false,false,false,true,21,0.84210527,0.0,0.15037593,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
740,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,739,Div,9,0,,1,1,0,false,false,false,false,2,0.7777778,0.0,0.11111111,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
741,Unknown,,maximum storage duration,22,740,Span,24,0,,0,0,0,false,false,false,true,3,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
742,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,739,Div,13,1,,1,1,0,false,false,false,false,3,0.7692308,0.0,0.15384616,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
743,Unknown,,type,22,742,Span,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
745,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,sbjs_session,20,744,Div,12,0,,0,0,0,false,false,false,true,1,0.9166667,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
746,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,collects data on user behaviour and interaction in order to optimize the website and make advertisement on the website more relevant.,20,744,Div,133,1,,0,0,0,false,false,false,true,21,0.84210527,0.0,0.15037593,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
748,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: 1 day,21,747,Div,7,0,,1,1,0,false,false,false,false,3,0.42857143,0.14285715,0.2857143,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
749,Unknown,,maximum storage duration,22,748,Span,24,0,,0,0,0,false,false,false,true,3,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
750,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,747,Div,13,1,,1,1,0,false,false,false,false,3,0.7692308,0.0,0.15384616,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
751,Unknown,,type,22,750,Span,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
753,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,sbjs_udata,20,752,Div,10,0,,0,0,0,false,false,false,true,1,0.9,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
754,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,collects data on user behaviour and interaction in order to optimize the website and make advertisement on the website more relevant.,20,752,Div,133,1,,0,0,0,false,false,false,true,21,0.84210527,0.0,0.15037593,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
756,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,755,Div,9,0,,1,1,0,false,false,false,false,2,0.7777778,0.0,0.11111111,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
757,Unknown,,maximum storage duration,22,756,Span,24,0,,0,0,0,false,false,false,true,3,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
758,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,755,Div,13,1,,1,1,0,false,false,false,false,3,0.7692308,0.0,0.15384616,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
759,Unknown,,type,22,758,Span,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
762,Unknown,unknown:cybotcookiebotdialogdetailbodycontentcookietabsunclassified-;-unknown:false-;-unknown:unclassified  (1)-;-class:cybotcookiebotdialogdetailbodycontentcookiecontainerbutton cybotcookiebotdialogcollapsed-;-unknown:cybotcookiebotdialogdetailbodycontentcookietabsunclassified-;-id:cybotcookiebotdialogdetailbodycontentcookiecontainerunclassified,unclassified,14,761,Div,12,0,,1,0,0,false,false,false,false,1,1.0,0.0,0.0,false,false,false,false,6,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
763,Span,class:cybotcookiebotdialogdetailbulkconsentcount,1,15,762,Unknown,1,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
764,Div,class:cybotcookiebotdialogdetailbodycontentcookietypeintro,"unclassified cookies are cookies that we are in the process of classifying, together with the providers of individual cookies.",14,761,Div,126,1,,0,0,0,false,false,false,true,19,0.84126985,0.0,0.14285715,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
769,A,unknown:false-;-class:cybotcookiebotdialogdetailbodycontentcookieprovider cybotcookiebotdialogcollapsed-;-href:#-;-unknown:button,bmiglobaled.com,17,768,Li,15,0,#,1,0,0,true,false,false,false,1,0.93333334,0.0,0.0,false,false,false,false,4,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
770,Div,class:cybotcookiebotdialogdetailbodycontentcookieinfocount cybotcookiebotdialogdetailbulkconsentcount,1,18,769,A,1,0,,0,0,0,false,false,true,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
773,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,smartlook_internal_db#assets,19,772,Div,28,0,,0,0,0,false,false,false,true,1,0.89285713,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
774,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,pending,19,772,Div,7,1,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
776,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: persistent,20,775,Div,12,0,,1,1,0,false,false,false,false,2,0.8333333,0.0,0.083333336,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
777,Unknown,,maximum storage duration,21,776,Span,24,0,,0,0,0,false,false,false,true,3,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
778,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: indexeddb,20,775,Div,11,1,,1,1,0,false,false,false,false,2,0.8181818,0.0,0.09090909,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
779,Unknown,,type,21,778,Span,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
780,Div,id:cybotcookiebotdialogdetailbulkconsent,[#bulk_consent_title#],8,185,Div,22,1,,2,1,0,false,false,false,false,1,0.72727275,0.0,0.0,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,
781,A,class:cybotexpandlink cybotcookiebotdialogcollapsed-;-unknown:cybotcookiebotdialogdetailbulkconsentlistwrapper-;-href:#-;-id:cybotcookiebotdialogdetailbulkconsentlink,cross-domain consent,9,780,Div,20,0,#,1,0,0,true,false,false,false,2,0.9,0.0,0.05,false,false,false,false,4,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
782,Span,class:cybotcookiebotdialogdetailbulkconsentcount,[#bulk_consent_domains_count#],10,781,A,30,0,,0,0,0,false,false,true,true,1,0.76666665,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
783,Div,unknown:false-;-class:cybotcookiebotdialoghide-;-id:cybotcookiebotdialogdetailbulkconsentlistwrapper,[#bulk_consent_domains#],9,780,Div,24,1,,1,0,0,false,false,false,false,1,0.75,0.0,0.0,false,false,false,false,3,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
784,Span,,list of domains your consent applies to:,10,783,Div,40,0,,0,0,0,false,false,false,true,7,0.825,0.0,0.15,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
785,Div,id:cybotcookiebotdialogdetailfooter,cookie declaration last updated on 09/02/2026 by,8,185,Div,48,2,,1,1,0,false,false,false,false,7,0.6666667,0.16666667,0.125,true,false,false,false,1,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,
786,A,href:https://www.cookiebot.com-;-unknown:noopener-;-unknown:_blank-;-title:cookiebot,cookiebot,9,785,Div,9,0,https://www.cookiebot.com,0,0,0,true,true,false,true,1,1.0,0.0,0.0,false,false,false,false,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
793,Div,class:cybotcookiebotdialogdetailbodycontentiabv2tabsintro,[#iabv2_body_intro#],9,792,Div,20,0,,1,2,0,false,false,false,false,1,0.65,0.05,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
794,Div,unknown:2-;-class:cybotcookiebotdialogbodycontentheading-;-unknown:heading,[#iabv2_title#],10,793,Div,15,0,,0,0,0,false,false,false,true,1,0.6,0.06666667,0.0,false,false,false,false,3,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
795,Div,class:cybotcookiebotdialogdetailbodycontentiabv2tabsintro,[#iabv2_body_legitimate_interest_intro#],9,792,Div,40,1,,0,2,0,false,false,false,true,1,0.775,0.025,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
796,Div,class:cybotcookiebotdialogdetailbodycontentiabv2tabsintro,[#iabv2_body_preference_intro#],9,792,Div,31,2,,0,2,0,false,false,false,true,1,0.7419355,0.032258064,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
799,Unknown,unknown:cybotcookiebotdialogdetailbodycontentiabv2purposesbody-;-unknown:[#iabv2_label_purposes_aria_label#]-;-class:cybotcookiebotdialogdetailbodycontentiabv2tab cybotcookiebotdialogcollapsed-;-unknown:cybotcookiebotdialogdetailbodycontentiabv2purposesbody-;-id:cybotcookiebotdialogdetailbodycontentiabv2purposes-;-unknown:0,[#iabv2_label_purposes#],11,798,Div,24,0,,0,0,0,false,false,false,true,1,0.7083333,0.041666668,0.0,false,false,false,false,6,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
800,Div,class:cybotcookiebotdialogdetailbodycontentiabv2cardintro,[#iabv2_body_purposes_intro#],11,798,Div,29,1,,0,0,0,false,false,false,true,1,0.7241379,0.03448276,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
801,Div,unknown:false-;-unknown:cybotcookiebotdialogdetailbodycontentiabv2purposescard-;-class:collapsecard cybotcookiebotdialoghide-;-id:cybotcookiebotdialogdetailbodycontentiabv2purposesbody,[#iabv2_body_purposes#],10,797,Div,23,1,,0,0,0,false,false,false,true,1,0.6956522,0.04347826,0.0,false,false,false,false,4,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
804,Unknown,unknown:cybotcookiebotdialogdetailbodycontentiabv2featuresbody-;-unknown:[#iabv2_label_features_aria_label#]-;-class:cybotcookiebotdialogdetailbodycontentiabv2tab cybotcookiebotdialogcollapsed-;-unknown:cybotcookiebotdialogdetailbodycontentiabv2featuresbody-;-id:cybotcookiebotdialogdetailbodycontentiabv2features-;-unknown:0,[#iabv2_label_features#],11,803,Div,24,0,,0,0,0,false,false,false,true,1,0.7083333,0.041666668,0.0,false,false,false,false,6,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
805,Div,class:cybotcookiebotdialogdetailbodycontentiabv2cardintro,[#iabv2_body_features_intro#],11,803,Div,29,1,,0,0,0,false,false,false,true,1,0.7241379,0.03448276,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
806,Div,unknown:false-;-unknown:cybotcookiebotdialogdetailbodycontentiabv2featurescard-;-class:collapsecard cybotcookiebotdialoghide-;-id:cybotcookiebotdialogdetailbodycontentiabv2featuresbody,[#iabv2_body_features#],10,802,Div,23,1,,0,0,0,false,false,false,true,1,0.6956522,0.04347826,0.0,false,false,false,false,4,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
809,Unknown,unknown:cybotcookiebotdialogdetailbodycontentiabv2partnersbody-;-unknown:[#iabv2_label_partners_aria_label#]-;-class:cybotcookiebotdialogdetailbodycontentiabv2tab cybotcookiebotdialogcollapsed-;-unknown:cybotcookiebotdialogdetailbodycontentiabv2partnersbody-;-id:cybotcookiebotdialogdetailbodycontentiabv2partners-;-unknown:0,[#iabv2_label_partners#],11,808,Div,24,0,,0,0,0,false,false,false,true,1,0.7083333,0.041666668,0.0,false,false,false,false,6,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
810,Div,class:cybotcookiebotdialogdetailbodycontentiabv2cardintro,[#iabv2_body_partners_intro#],11,808,Div,29,1,,0,0,0,false,false,false,true,1,0.7241379,0.03448276,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
811,Div,unknown:false-;-unknown:cybotcookiebotdialogdetailbodycontentiabv2partnerscard-;-class:collapsecard cybotcookiebotdialoghide-;-id:cybotcookiebotdialogdetailbodycontentiabv2partnersbody,[#iabv2_body_partners#],10,807,Div,23,1,,0,0,0,false,false,false,true,1,0.6956522,0.04347826,0.0,false,false,false,false,4,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
814,Div,unknown:cybotcookiebotdialognavabout-;-class:cybotcookiebotdialogtabpanel cybotcookiebotdialoghide cybotcookiebotscrollarea-;-id:cybotcookiebotdialogdetailbodycontenttextabout-;-unknown:tabpanel,"cookies are small text files that can be used by websites to make a user's experience more efficient. the law states that we can store cookies on your device if they are strictly necessary for the operation of this site. for all other types of cookies we need your permission. this site uses different types of cookies. some cookies are placed by third party services that appear on our pages. you can at any time change or withdraw your consent from the cookie declaration on our website. learn more about who we are, how you can contact us and how we process personal data in our privacy policy. please state your consent id and date when you contact us regarding your consent.",6,813,Div,679,0,,12,0,0,false,false,false,false,122,0.80706924,0.0,0.17820324,false,false,false,false,4,true,true,false,false,false,false,false,false,true,true,false,false,false,false,,
815,Div,unknown:2-;-class:cybotcookiebotdialogsronly-;-unknown:heading,about,7,814,Div,5,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,3,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
836,Unknown,class:cybotcookiebotdialogbodylevelbuttondescription,do not sell or share my personal information,9,835,Unknown,44,0,,0,0,0,false,false,false,true,8,0.84090906,0.0,0.1590909,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
838,Unknown,class:cybotcookiebotdialogbodybutton-;-id:cybotcookiebotdialogbodybuttondecline-;-unknown:0,deny,8,837,Div,4,0,,0,3,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,3,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
839,Unknown,class:cybotcookiebotdialogbodybutton cybotcookiebotdialoghide-;-id:cybotcookiebotdialogbodylevelbuttonleveloptinallowallselection-;-unknown:0,allow selection,8,837,Div,15,1,,0,3,0,false,false,false,true,2,0.93333334,0.0,0.06666667,false,false,false,false,3,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
840,Unknown,class:cybotcookiebotdialogbodybutton cybotcookiebotdialoghide-;-id:cybotcookiebotdialogbodylevelbuttoncustomize-;-unknown:0,customize,8,837,Div,9,2,,1,3,0,false,false,false,false,1,1.0,0.0,0.0,false,false,false,false,3,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
842,Unknown,class:cybotcookiebotdialogbodybutton-;-id:cybotcookiebotdialogbodylevelbuttonleveloptinallowall-;-unknown:0,allow all,8,837,Div,9,3,,0,3,0,false,false,false,true,2,0.8888889,0.0,0.11111111,false,false,false,false,3,true,true,false,false,false,false,false,false,false,false,false,false,false,false,,
845,Unknown,,"<iframe src=""https://www.googletagmanager.com/ns.html?id=gtm-p5zlnk3"" height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe>",2,89,Body,139,2,,0,1,0,false,false,false,true,5,0.7266187,0.02877698,0.02877698,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
846,Unknown,,"<img src=""https://secure.leadforensics.com/54619.png"" style=""display:none;"" />",2,89,Body,78,3,,0,1,0,false,false,false,true,4,0.6666667,0.06410257,0.03846154,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1038,P,class:lalala,hello,8,1034,Div,5,1,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1046,P,class:hero_text,recruit from two of southeast asia's bustling markets.,13,1043,Div,54,1,,0,0,0,false,false,false,true,8,0.8333333,0.0,0.12962963,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1048,A,class:ova-btn ova-btn-large ova-btn-rad-30 ova-btn-main-color-;-href:https://bmiglobaled.com/contact-us/,contact us,12,1047,Div,10,0,https://bmiglobaled.com/contact-us/,0,0,0,true,true,false,true,2,0.9,0.0,0.1,false,false,false,false,2,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1051,P,class:lalaland,hello,8,1050,Div,5,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1058,Div,class:title,event essentials,13,1057,Div,16,0,,0,0,0,false,false,false,true,2,0.9375,0.0,0.0625,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1065,Div,class:title,packages & registration,13,1064,Div,23,0,,0,0,0,false,false,false,true,3,0.8695652,0.0,0.08695652,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1077,H1,class:section_title,in-person student fairs throughout vietnam and indonesia,17,1076,Div,56,0,,0,0,0,false,false,false,true,7,0.875,0.0,0.10714286,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1080,P,,"across southeast asia demand for overseas study continues to rise, and our two-country tour will show you why!",18,1079,Div,110,0,,0,2,0,false,false,false,true,18,0.8181818,0.0,0.15454546,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1081,P,,"over this action-packed itinerary, you’ll meet thousands of students who are eager to learn about their study abroad options and to find schools that best match their educational goals.",18,1079,Div,187,1,,0,2,0,false,false,false,true,29,0.827027,0.0,0.15135135,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1082,P,,"with institutions planning long overdue trips to the region, we suggest interested exhibitors register soon as these events will sell out early.",18,1079,Div,144,2,,0,2,0,false,false,false,true,22,0.8402778,0.0,0.14583333,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1100,H1,class:section_title,join visits to indonesian and vietnamese top high schools,17,1099,Div,57,0,,0,0,0,false,false,false,true,9,0.8596491,0.0,0.14035088,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1103,P,,"to bolster your recruitment efforts, bmi takes a limited number of accredited institutions to visit top-rated private high schools in jakarta, ho chi minh city and hanoi.",18,1102,Div,170,0,,0,2,0,false,false,false,true,27,0.8235294,0.0,0.15294118,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1104,P,,"these exclusive schools have been carefully selected for their high fees, quality curriculum and their enthusiasm to proactively prepare their students for studying abroad.",18,1102,Div,172,1,,0,2,0,false,false,false,true,24,0.85465115,0.0,0.13372093,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1105,P,,"at each school, you will participate in an on-campus fair that will directly connect you with senior students, parents and high school counsellors.",18,1102,Div,147,2,,0,2,0,false,false,false,true,23,0.82312924,0.0,0.14965986,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1117,H1,class:section_title,get a glimpse!,17,1116,Div,14,0,,0,0,0,false,false,false,true,3,0.78571427,0.0,0.14285715,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1120,P,,the best way to understand what happens at bmi education fairs is to join them!,18,1119,Div,79,0,,0,1,0,false,false,false,true,15,0.8101266,0.0,0.17721519,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1121,P,,"in the meantime, to give you a small snapshot of what it feels like to attend one of our events, watch our video for a quick tour of the global education fair held in vietnam recently.",18,1119,Div,184,1,,0,1,0,false,false,false,true,36,0.79347825,0.0,0.19021739,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1132,H1,class:section_title,plan your 2026 southeast asia tour today!,13,1131,Div,41,0,,0,0,0,false,false,false,true,7,0.73170733,0.09756097,0.14634146,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1136,P,id:tabs_active,first_tab_active,12,1135,Div,16,0,,0,0,0,false,false,false,true,1,0.875,0.0,0.0,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,
1144,Div,class:event_category_text small_text,"denpasar, hanoi, ho chi minh city, jakarta",16,1142,Div,42,1,,0,1,0,false,false,false,true,7,0.78571427,0.0,0.14285715,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1146,Div,class:event_category_text small_text,international students,16,1142,Div,22,3,,0,1,0,false,false,false,true,2,0.95454544,0.0,0.045454547,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1147,P,class:body_text event_text,"connect with thousands of ambitious students and their families at bmi/the's flagship recruitment fairs in indonesia and vietnam. these high-impact events put your institution face-to-face with top prospects. plus, join exclusive, chauffeured visits to leading private high schools in hanoi, hcmc, and jakarta, available to a limited number of accredited institutions.",15,1140,Div,368,2,,0,1,0,false,false,false,true,51,0.8288044,0.0,0.13586956,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1148,P,,"array(3) { [0]=> string(4) ""4102"" [1]=> string(4) ""4109"" [2]=> string(4) ""4105"" }",15,1140,Div,81,3,,0,1,0,false,false,false,true,12,0.28395063,0.2345679,0.13580246,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1152,Div,class:event_category_text small_text,event location,15,1150,Div,14,1,,0,0,0,false,false,false,true,2,0.9285714,0.0,0.071428575,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,true,false,false,,
1155,Div,class:event_category_text small_text,date,15,1153,Div,4,1,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,true,false,false,false,false,false,,
1158,Div,class:event_category_text small_text,price,15,1156,Div,5,1,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1164,H6,,event location,17,1162,Div,14,1,,0,0,0,false,false,false,true,2,0.9285714,0.0,0.071428575,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,
1165,P,class:location_text detail_text body_text,bali denpasar in-person fair,16,1161,Div,28,1,,0,0,0,false,false,false,true,4,0.85714287,0.0,0.10714286,false,false,false,false,1,true,false,false,false,false,true,false,false,false,false,false,false,false,false,Location,1
1169,H6,,date,17,1167,Div,4,1,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,
1170,P,class:date_text detail_text body_text,mar 01,16,1166,Div,6,1,,0,0,0,false,false,false,true,2,0.5,0.33333334,0.16666667,true,false,false,true,1,true,false,false,true,false,false,false,false,false,false,false,false,false,false,Date,1
1174,H6,,price,17,1172,Div,5,1,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,
1175,H6,class:price_text detail_text,"usd 2,800",16,1171,Div,9,1,,0,0,0,false,false,false,true,2,0.33333334,0.44444445,0.11111111,false,false,false,true,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,Price,1
